pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6h70	D	NA	0	A	protein	NA	capsid protein vp1	VIRAL PROTEIN	07/30/18	GI.1 human norovirus protruding domain in complex with Nano-62 and 2-fucosyllactose (2FL)	NORWALK VIRUS (STRAIN GI/HUMAN/UNITED STATES/NORWALK/1968); VICUGNA PACOS	vicugna pacos		norwalk virus (strain gi/human/unitedstates/norwalk/1968) 	Kilic, T., Hansman, G.S.	1.83	X-RAY DIFFRACTION	0.191	0.162	False	True	IGHV1	NA	NA	None	None	None	None	None
5nlw	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/05/17	Structure of Nb36 crystal form 2	LAMA GLAMA	lama glama			Hansen, S.B., Andersen, K.R., Laursen, N.S., Andersen, G.R.	1.5	X-RAY DIFFRACTION	0.248	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
1jtp	B	NA	0	M	protein	NA	lysozyme c	Antibody, Hydrolase	08/21/01	Degenerate interfaces in antigen-antibody complexes	CAMELUS DROMEDARIUS; MELEAGRIS GALLOPAVO	camelus dromedarius		meleagris gallopavo	Decanniere, K., Transue, T.R., Desmyter, A., Maes, D., Muyldermans, S., Wyns, L.	1.9	X-RAY DIFFRACTION	0.229	0.184	False	True	IGHV1	NA	NA	None	None	None	None	None
1jtp	A	NA	0	L	protein	NA	lysozyme c	Antibody, Hydrolase	08/21/01	Degenerate interfaces in antigen-antibody complexes	CAMELUS DROMEDARIUS; MELEAGRIS GALLOPAVO	camelus dromedarius		meleagris gallopavo	Decanniere, K., Transue, T.R., Desmyter, A., Maes, D., Muyldermans, S., Wyns, L.	1.9	X-RAY DIFFRACTION	0.229	0.184	False	True	IGHV1	NA	NA	None	None	None	None	None
5sv4	B	NA	0	NA	NA	NA	NA	TOXIN	08/04/16	Anti-Ricin A-chain Single Domain Antibody A3C8	LAMA GLAMA	lama glama			Compton, J.R., Legler, P.M.	2.7	X-RAY DIFFRACTION	0.246	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
5sv4	A	NA	0	NA	NA	NA	NA	TOXIN	08/04/16	Anti-Ricin A-chain Single Domain Antibody A3C8	LAMA GLAMA	lama glama			Compton, J.R., Legler, P.M.	2.7	X-RAY DIFFRACTION	0.246	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
4xt1	C	NA	0	A	protein	NA	g-protein coupled receptor homolog us28	VIRAL PROTEIN/SIGNALLING PROTEIN	01/22/15	Structure of a nanobody-bound viral GPCR bound to human chemokine CX3CL1	CYTOMEGALOVIRUS; HOMO SAPIENS; VICUGNA PACOS	vicugna pacos		cytomegalovirus	Burg, J.S., Jude, K.M., Waghray, D., Garcia, K.C.	2.886	X-RAY DIFFRACTION	0.249	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
3g9a	B	NA	0	A	protein	NA	green fluorescent protein	FLUORESCENT PROTEIN/IMMUNE SYSTEM	02/13/09	Green fluorescent protein bound to minimizer nanobody	AEQUOREA VICTORIA; CAMELUS DROMEDARIUS	lama pacos		aequorea victoria	Kirchhofer, A., Helma, J., Schmidthals, K., Frauer, C., Cui, S., Karcher, A., Pellis, M., Muyldermans, S., Delucci, C.C., Cardoso, M.C., Leonhardt, H., Hopfner, K.-P., Rothbauer, U.	1.614	X-RAY DIFFRACTION	0.194	0.161	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	C	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	vicugna pacos			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	D	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	lama glama			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	H	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	vicugna pacos			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	F	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	vicugna pacos			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	vicugna pacos			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	B	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	lama glama			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	E	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	lama glama			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
5ocl	G	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/03/17	Nanobody-anti-VGLUT nanobody complex	VICUGNA PACOS; LAMA GLAMA	lama glama			Dutzler, R., Schenck, S., Kunz, L.	2.2	X-RAY DIFFRACTION	0.208	0.188	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	J	NA	0	H	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	D	NA	0	B	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	E	NA	0	A	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	L	NA	0	I	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	F	NA	0	C	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
2wzp	K	NA	0	G	protein	NA	putative receptor binding protein	VIRAL PROTEIN	12/01/09	Structures of Lactococcal Phage p2 Baseplate Shed Light on a Novel  Mechanism of Host Attachment and Activation in Siphoviridae	LACTOCOCCUS PHAGE P2; LAMA GLAMA	lama glama		lactococcus phage p2	Sciara, G., Bebeacua, C., Bron, P., Tremblay, D., Ortiz-Lombardia, M., Lichiere, J., van Heel, M., Campanacci, V., Moineau, S., Cambillau, C.	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	True	IGHV1	NA	NA	None	None	None	None	None
6h72	D	NA	0	B	protein	NA	capsid protein vp1	VIRAL PROTEIN	07/30/18	GI.1 human norovirus protruding domain in complex with Nano-94 and 2-fucosyllactose (2FL)	NORWALK VIRUS (STRAIN GI/HUMAN/UNITED STATES/NORWALK/1968); VICUGNA PACOS	vicugna pacos		norwalk virus (strain gi/human/unitedstates/norwalk/1968) 	Kilic, T., Hansman, G.S.	2.3	X-RAY DIFFRACTION	0.202	0.172	False	True	IGHV1	NA	NA	None	None	None	None	None
6h72	C	NA	0	A	protein	NA	capsid protein vp1	VIRAL PROTEIN	07/30/18	GI.1 human norovirus protruding domain in complex with Nano-94 and 2-fucosyllactose (2FL)	NORWALK VIRUS (STRAIN GI/HUMAN/UNITED STATES/NORWALK/1968); VICUGNA PACOS	vicugna pacos		norwalk virus (strain gi/human/unitedstates/norwalk/1968) 	Kilic, T., Hansman, G.S.	2.3	X-RAY DIFFRACTION	0.202	0.172	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	F	NA	0	C	protein	NA	interleukin-23 subunit alpha	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	E	NA	0	D	protein	NA	interleukin-12 subunit beta	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	I	NA	0	D	protein	NA	interleukin-12 subunit beta	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	J	NA	0	A	protein	NA	interleukin-23 subunit alpha	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	H	NA	0	B	protein	NA	interleukin-12 subunit beta	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4grw	G	NA	0	B	protein	NA	interleukin-12 subunit beta	IMMUNE SYSTEM	08/27/12	Structure of a complex of human IL-23 with 3 Nanobodies (Llama vHHs)	LLAMA GLAMA; HOMO SAPIENS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Desmyter, A., Spinelli, S., Button, C., Saunders, M., de Haard, H., Rommelaere, H., Union, A., Cambillau, C.	2.55	X-RAY DIFFRACTION	0.218	0.183	False	True	IGHV1	NA	NA	None	None	None	None	None
4s11	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/07/15	Gelsolin nanobody shielding mutant plasma gelsolin from furin proteolysis	LAMA GLAMA	lama glama			Wongsantichon, J., Loonchanta, A., Robinson, R.C., Gettemans, J.	1.998	X-RAY DIFFRACTION	0.206	0.159	False	True	IGHV1	NA	NA	None	None	None	None	None
7kn5	C	NA	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/04/20	Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	1.87	X-RAY DIFFRACTION	0.213	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7kn5	F	NA	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/04/20	Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	1.87	X-RAY DIFFRACTION	0.213	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7kn5	E	NA	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/04/20	Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	1.87	X-RAY DIFFRACTION	0.213	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
7kn5	D	NA	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/04/20	Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	1.87	X-RAY DIFFRACTION	0.213	0.177	False	True	IGHV1	NA	NA	None	None	None	None	None
2x6m	A	NA	0	B	peptide	NA	alpha-synuclein peptide	IMMUNE SYSTEM	02/18/10	Structure of a single domain camelid antibody fragment in complex with a C-terminal peptide of alpha-synuclein	CAMELUS DROMEDARIUS; SYNTHETIC CONSTRUCT	camelus dromedarius		homo sapiens	DeGenst, E., Guilliams, T., Wellens, J., O'Day, E.M., Waudby, C.A., Meehan, S., Dumoulin, M., Hsu, S.-T.D., Cremades, N., Verschueren, K.H.G., Pardon, E., Wyns, L., Steyaert, J., Christodoulou, J., Dobson, C.M.	1.62	X-RAY DIFFRACTION	0.203	0.156	False	True	IGHV1	NA	NA	None	None	None	None	None
1jtt	A	NA	0	L	protein	NA	lysozyme	Immune system, Lysozyme	08/22/01	Degenerate interfaces in antigen-antibody complexes	CAMELUS DROMEDARIUS; GALLUS GALLUS	camelus dromedarius		gallus gallus	Decanniere, K., Transue, T.R., Desmyter, A., Maes, D., Muyldermans, S., Wyns, L.	2.1	X-RAY DIFFRACTION	0.204	0.164	False	True	IGHV1	NA	NA	None	None	None	None	None
7d30	A	NA	0	B	protein	NA	spike protein s1	PROTEIN BINDING	09/17/20	Structure of sybody MR17-SR31 fusion in complex with the SARS-CoV-2 S Receptor Binding domain (RBD)	SYNTHETIC CONSTRUCT; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	synthetic construct		severe acute respiratory syndrome coronavirus2 	Li, T., Yao, H., Cai, H., Qin, W., Li, D.	2.1	X-RAY DIFFRACTION	0.236	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
2xxm	B	NA	0	A	protein	NA	capsid protein p24	IMMUNE SYSTEM/PEPTIDE	11/10/10	Crystal structure of the HIV-1 capsid protein C-terminal domain in  complex with a camelid VHH and the CAI peptide.	HUMAN IMMUNODEFICIENCY VIRUS; VICUGNA PACOS; SYNTHETIC CONSTRUCT	vicugna pacos		human immunodeficiency virus	Igonet, S., Vaney, M.-C., Bartonova, V., Helma, J., Rothbauer, U., Leonhardt, H., Stura, E., Krausslich, H.-G., Rey, F.A.	1.65	X-RAY DIFFRACTION	0.2166	0.1923	False	True	IGHV1	NA	NA	None	None	None	None	None
5f8r	C	NA	0	A	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain S831 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.44	X-RAY DIFFRACTION	0.219	0.189	False	True	IGHV1	NA	NA	None	None	None	None	None
5f8r	D	NA	0	B	protein	NA	adhesin binding fucosylated histo-blood group antigen,adhesin,adhesin binding fucosylated histo-blood group antigen 	CELL ADHESION	12/09/15	Blood group antigen binding adhesin BabA of Helicobacter pylori strain S831 in complex with blood group H Lewis b hexasaccharide	HELICOBACTER PYLORI; LAMA GLAMA	lama glama		helicobacter pylori	Moonens, K., Gideonsson, P., Subedi, S., Romao, E., Oscarson, S., Muyldermans, S., Boren, T., Remaut, H.	2.44	X-RAY DIFFRACTION	0.219	0.189	False	True	IGHV1	NA	NA	None	None	None	None	None
4lhq	D	NA	0	C	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	07/01/13	Ricin A chain bound to camelid nanobody (VHH8)	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J., Cheung, J., Franklin, M., Burshteyn, F., Cassidy, M., Gary, E., Mantis, N.	2.3	X-RAY DIFFRACTION	0.248	0.192	False	True	IGHV1	NA	NA	None	None	None	None	None
4lhq	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	07/01/13	Ricin A chain bound to camelid nanobody (VHH8)	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J., Cheung, J., Franklin, M., Burshteyn, F., Cassidy, M., Gary, E., Mantis, N.	2.3	X-RAY DIFFRACTION	0.248	0.192	False	True	IGHV1	NA	NA	None	None	None	None	None
4gft	B	NA	0	A	protein	NA	myosin a tail domain interacting protein	protein binding, immune system	08/03/12	Malaria invasion machinery protein-Nanobody complex	PLASMODIUM FALCIPARUM 3D7; LAMA GLAMA	lama glama		plasmodium falciparum 3d7	Khamrui, S., Turley, S., Pardon, E., Steyaert, J., Verlinde, C., Fan, E., Bergman, L.W., Hol, W.G.J.	1.6	X-RAY DIFFRACTION	0.205	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
3p9w	F	NA	0	E	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	10/18/10	Crystal structure of an engineered human autonomous VH Domain in complex with VEGF	HOMO SAPIENS	homo sapiens		homo sapiens	Ma, X., Wiesmann, C.	2.41	X-RAY DIFFRACTION	0.233	0.193	False	True	IGHV3	NA	NA	None	None	None	None	None
3p9w	D	NA	0	C	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	10/18/10	Crystal structure of an engineered human autonomous VH Domain in complex with VEGF	HOMO SAPIENS	homo sapiens		homo sapiens	Ma, X., Wiesmann, C.	2.41	X-RAY DIFFRACTION	0.233	0.193	False	True	IGHV3	NA	NA	None	None	None	None	None
3p9w	B	NA	0	A	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	10/18/10	Crystal structure of an engineered human autonomous VH Domain in complex with VEGF	HOMO SAPIENS	homo sapiens		homo sapiens	Ma, X., Wiesmann, C.	2.41	X-RAY DIFFRACTION	0.233	0.193	False	True	IGHV3	NA	NA	None	None	None	None	None
3p9w	H	NA	0	G	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	10/18/10	Crystal structure of an engineered human autonomous VH Domain in complex with VEGF	HOMO SAPIENS	homo sapiens		homo sapiens	Ma, X., Wiesmann, C.	2.41	X-RAY DIFFRACTION	0.233	0.193	False	True	IGHV3	NA	NA	None	None	None	None	None
5j57	B	NA	0	A	protein	NA	ricin	HYDROLASE/IMMUNE SYSTEM	04/01/16	V5E1-RTA complex	RICINUS COMMUNIS; VICUGNA PACOS	vicugna pacos		ricinus communis	Rudolph, M.J.	1.7	X-RAY DIFFRACTION	0.190	0.163	False	True	IGHV1	NA	NA	None	None	None	None	None
6itp	A	NA	0	A	Hapten	HCY	(11ALPHA,14BETA)-11,17,21-TRIHYDROXYPREGN-4-ENE-3,20-DIONE	IMMUNE SYSTEM	11/24/18	Crystal structure of cortisol complexed with its nanobody at pH 3.5	CAMELUS BACTRIANUS	camelus bactrianus		camelus bactrianus	Ding, Y., Ding, L.L., Wang, Z.Y., Zhong, P.Y.	1.572	X-RAY DIFFRACTION	0.223	0.195	False	True	unknown	unknown	unknown	None	None	None	None	None
6itp	B	NA	0	B	Hapten	HCY	(11ALPHA,14BETA)-11,17,21-TRIHYDROXYPREGN-4-ENE-3,20-DIONE	IMMUNE SYSTEM	11/24/18	Crystal structure of cortisol complexed with its nanobody at pH 3.5	CAMELUS BACTRIANUS	camelus bactrianus		camelus bactrianus	Ding, Y., Ding, L.L., Wang, Z.Y., Zhong, P.Y.	1.572	X-RAY DIFFRACTION	0.223	0.195	False	True	unknown	unknown	unknown	None	None	None	None	None
3stb	B	NA	0	C	protein	NA	rna-editing complex protein mp42	RNA BINDING PROTEIN/IMMUNE SYSTEM	07/09/11	A complex of two editosome proteins and two nanobodies	LAMA GLAMA; TRYPANOSOMA BRUCEI	lama		trypanosoma brucei	Park, Y.-J., Hol, W.	2.5	X-RAY DIFFRACTION	0.234	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
3stb	A	NA	0	D	protein	NA	mp18 rna editing complex protein	RNA BINDING PROTEIN/IMMUNE SYSTEM	07/09/11	A complex of two editosome proteins and two nanobodies	LAMA GLAMA; TRYPANOSOMA BRUCEI	lama		trypanosoma brucei	Park, Y.-J., Hol, W.	2.5	X-RAY DIFFRACTION	0.234	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	D	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	A	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	B	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	E	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	C	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
4zg1	F	NA	0	NA	NA	NA	NA	PROTEIN BINDING	04/22/15	Crystal structure of a nanobody raised against KDM5b	LAMA GLAMA	lama glama			Wiuf, A., Kristensen, O., Gajhede, M.	1.85	X-RAY DIFFRACTION	0.235	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
6xw6	D	NA	0	B	protein	NA	capsid protein	VIRAL PROTEIN	01/23/20	Crystal structure of murine norovirus P domain in complex with Nanobody NB-5853	MURINE NOROVIRUS 1; VICUGNA PACOS	vicugna pacos		murine norovirus 1	Kilic, T., Sabin, C., Hansman, G.	1.96	X-RAY DIFFRACTION	0.248	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
6xw6	C	NA	0	A	protein	NA	capsid protein	VIRAL PROTEIN	01/23/20	Crystal structure of murine norovirus P domain in complex with Nanobody NB-5853	MURINE NOROVIRUS 1; VICUGNA PACOS	vicugna pacos		murine norovirus 1	Kilic, T., Sabin, C., Hansman, G.	1.96	X-RAY DIFFRACTION	0.248	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
4qgy	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/26/14	Camelid (llama) nanobody n25 (VHH) against type 6 secretion system TssM protein	LAMA GLAMA	lama glama			Nguyen, V.S., Desmyter, A., Le, T.T.H., Durand, E., Kellenberger, C., Douzi, B., Spinelli, S., Cascales, E., Cambillau, C., Roussel, A.	1.38	X-RAY DIFFRACTION	0.198	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
